id	motivo	tab1	label
1643	el decodificador se tilda frecuentemente.	servicio	7
1644	funciona nal	servicio	7
1645	tengo que llamar seguido para que lo reinicien	servicio	7
1646	falta pelÌculas 	contenido	1
1647	no lo he usado	no lo uso	0
1648	el servicio es malisimo	servicio	7
1649	lo uso poco	no lo uso	0
1650		otros	9
1651	se corta el servicio muy frecuentemente 	servicio	7
1652	servicio muy caro y malas promociones de descuentos	precio	4
1653	pues normalmente el internet se corta y me quedo sin tv y sin internet	servicio	7
1654	el deco de corta todo el tiempo y se baja el sonido. pÈsimo servicio.	servicio	7
1655	se corta permanentemente	servicio	7
1656	tengo que desconectar y conectar el mÛdem 4 veces por dÌa porque se cae la seÒal, un desastre  	servicio	7
1657	esta bien	otros	9
1658	tiene variedad, puedo ver programas atrasados	funcionalidad	3
1659	excesivamente costoso no compatible con lo que brinda	precio	4
1660	el motivo es que nunca he podido ver nada con flow y a cambio me han suprimido varios canales que antes veÌa sin necesidad de ninguna molestia, como el star clasic del canal 267 que antes veÌa sin dificultad	producto	5
1661	tecnologÌa obsoleta, no estoy conforme.	otros	9
1662	carisimo y complicado	precio	4
1663	por inconvenientes que presenta	servicio	7
1664	lo uso muy poco para lo que cuesta y adem·s cuando quiero mirar algunas series tengo que pagar aparte 	contenido	1
1665	poca capacidad y un sistema poco personal para mantener las grabaciones, poco tiempo para ver grabaciones programaciÛn dÌa o dÌas anteriores	servicio	7
1666	precio del cable	precio	4
1667	se tilda mucho 	servicio	7
1668	cortes constantes, hay que reiniciar el modem varias veces	servicio	7
1669	el servicio es muy caro. no podemos pagar ning˙n adicional m·s. ya con flow nos cuesta. sin flow se ve casi nada.	precio	4
1670	esta bueno en cualquier lado poder ver todo	producto	5
1671	no se escucha bien la radio. hay interferencia	servicio	7
1672	calidad del servicio, intermitencia y deco reseteable constantemente 	servicio	7
1673	cortes intermitentes, no podemos ver nunca una pelicula completa por las franjas horarias que se cortan siempre en el final de cada pelicula y asÌ...ufff unas cuantas cositas mas	servicio	7
1674	hay diversos contenidos	contenido	1
1675	anda mal el deco y el modem como minimo 1 vez a la semana	servicio	7
1676	servicio mediocre 	otros	9
1677	es caro	precio	4
1678	tuve problemas de cortes	servicio	7
1679	poca variedad	contenido	1
1680	muchas veces lo tengo reiniciar	servicio	7
1681	el decodificador no funciona bien, y cuando queres usar flow en forma remota generalmente no funciona	servicio	7
1682	est·n aumentando el costo, mucho m·s all· de los autorizados por el gobierno	precio	4
1683	la app es lentÌsima imposible de usar	servicio	7
1684	el deco es muy lento. hay que reiniciarlo seguido.	servicio	7
1685	hace 10 dÌas que tengo reclamo abierto y no me solucionan el problema con la app flow. me  llaman, hacemos pruebas, y nada. 	relacionamiento	6
1686	falta actualizaciÛn y la relaciÛn precio calidad no es buena	precio	4
1687	es necesario  apagar y volver a encender el decodificador varias veces en el mes para que se reprograme y funcione	servicio	7
1688	que se corta o reinicia bastante frecuente	servicio	7
1689	cortes y dificultades de reiniciar programas	servicio	7
1690	se corta. problemas con subtitulos. el canal 4	servicio	7
1691	no tuve respuesta cuando hay humedad no carga programas anteriores, com˙nmente hay que reiniciarlo todos los dias	servicio	7
1692	es muy bueno	producto	5
1693	no ofrece temas interesantes para ver y con muy poca variedad.	contenido	1
1694	la ˙ltima actualizaciÛn no me gustÛ y me descalibrÛ los controles remoto.	funcionalidad	3
1695	todo anda mal y la app es un desastre 	servicio	7
1696	hace 2 dias q no me.anda el.deco	servicio	7
1697	actualizaron el sistema y no puedo pausa en vivo, es lento para cambiar los canales y no puedo ver la programaciÛn de los canales tocando la flechas como lo hacÌa antes, ahora q lo actualizaron tengo q ir a guÌa si o si y me resulta muy incÛmodo	servicio	7
1698	es muy caro y es bastante malo para buscar y seleccionar programas 	precio	4
1699	no se ve bien 	servicio	7
1700	pÈsimo servicio	servicio	7
1701	muy buena	producto	5
1702	la aplicaciÛn en el televisor funciona muy mal. tal vez sirva para telÈfonos pero para la tele, hay dÌas, como el de ayer, q se cortaba constantemente	smart tv	8
1703	esta funcionando mal 	servicio	7
1704	me parece un servicio caro para el uso que le doy	precio	4
1705	a˙n no me ha resultado sencillo usarlo.	funcionalidad	3
1706	se cuelga diariamente un par de veces, debo reseteartlo en cada oportunida	servicio	7
1707	se corta internet a cada rato y el flow se cuelga y no se puede rebobinar anda mal ya reclame varias veces se arregla temporalmente y otra ves vuelve a andar mal	servicio	7
1708	no funciona bien. tiene problemas para cargar netflix, lo mismo que para salir de un a serie desde flow	servicio	7
1709	se traba la app en dispositivos.	flow app	2
1710	se me corta el servicio muy seguido	servicio	7
1711	funciona terrible todoooo	servicio	7
1712	hay problemas de corte de imagen, de corte de sonido, etc etc. y es caro.	precio	4
1713	el servicio es inest·ble en referen„ßia a diseÒo de panfalla, series incompletas y peliculas viejas	contenido	1
1714	poder ver programas que no pudiste ver 	funcionalidad	3
1715	es muy bueno y facil	producto	5
1716	bajo mucho el servicio	servicio	7
1717	ha desmojarado muchÌsimo el servicio. muchas veces tengo que reiniciar para que funcione. el.cambio de diagrama de la grilla es nada funcional. el men˙ de pelÌculas casi ilegible. 	servicio	7
1718	modifican todo el tiempo el menu y hay cosas que antes podia ver y hoy no	funcionalidad	3
1719	no lo uso	no lo uso	0
1720	bien en contenidos. el funcionamiento decreciÛ desde al ˙ltima actualizaciÛn. muy lento	servicio	7
1721	se desconcta	servicio	7
1722	"todos los dias tengo que reiniciar el equipo 3 o mas veces porque se ""cuelga"" y no funciona "	servicio	7
1723	precio del servicio, hay que reiniciar el modem	precio	4
1724	me copa	producto	5
1725	el contenido es el mismo hace 20 aÒos	contenido	1
1726	no se interrumpe.	servicio	7
1727	tienen muchos cortes en el wifi. tengo que reiniciar el deco minimo 3 veces por semana por que las funciones de rebobinar, pausar o reproducir se tildan. 	servicio	7
1728	est· muy actualizada en series y pelÌculas 	contenido	1
1729	mala facturacion y atencion desordenada	relacionamiento	6
1730	el equipo calienta mucho.. 	servicio	7
1731	es muy bueno	producto	5
1732	el deco no funciona bien y 	servicio	7
1733	en algunas ocasiones la guÌa solo se puede ver entre 250 y 257 y hay que resetaearlo para ver todo	funcionalidad	3
1734	se volviÛ muy lento 	servicio	7
1735	porque el sistema funciona y me gusta el contenido	producto	5
1736	ultimamente es un desastre	servicio	7
1737	servicio muy irregular. se cuelga permanentemente y exige que lo resetee	servicio	7
1738	lo uso bastante, no he tenido problemas, buena seleccion en on demand	producto	5
1739	el control anda mal	servicio	7
1740	caro	precio	4
1741	hace un aÒo que funciona muy.mal	servicio	7
1742	es peximo el servicio internet no anda y cobran	servicio	7
1743	no mantienen el precio	precio	4
1744	o  no la pego, o siempre, la peli, que elijo, son en otro idioma, y no tienen traduccion,  generalmente son peli, viejas,, por eso, elijo otras peli, y series,	contenido	1
1745	ninguno de los dos decos anda bien	servicio	7
1746	el servicio es costoso	precio	4
1747	repetido,canales de cable,	contenido	1
1748	porque el servicio no funciona bien, bajo su calidad y el costo es muy elevado, no vale por el servicio que presta	precio	4
1749	yo nos veo flow pero a mis amigos puedo recomendar	producto	5
1750	se cuelga y es caro	precio	4
1751	lentitud permanente en el deco . 	servicio	7
1752	no recomiendo	otros	9
1753	lenta, no sincroniza o actualiza horario correctamente	servicio	7
1754	el deco de cable flow es viejo y no me lo cambian. ultimamente internet se corta todos los dias	servicio	7
1755	estando en capital llegando las 22h se empiesa a cortar,y ahora que estoy en general alvarado miramar me pasa lo mismo me gustarÌa saber si el problema es de internet mÌo o de ustedes espero respuesta gracias 	servicio	7
1756	se corta	servicio	7
1757	mal funcionamiento del decodificador	servicio	7
1758	anda cuando quiere	servicio	7
1759	muy caro no ahi promociones para los viejos clientes antes era mejor la atencion y buenos precios	precio	4
1760	no anda bien todo el tiempo 	servicio	7
1761	me funciona muy mal. se traba a cada rato, anda lento y cu·ndo reclamÈ por mi internet intermitente dijeron que se iban a comunicar conmigo y jam·s lo hicieron	servicio	7
1762	el deco de flow anda muy mal	servicio	7
1763	anda lento. poco contenido  no se puede acceder a hbo max	servicio	7
1764	mal atenciÛn al p˙blico y servicio regular	relacionamiento	6
1765	el audio y los subtitulos son un problema, uno elije el audio en ingles y el subtitulo en castellano y funciona ocasionalmente esto	servicio	7
1766	un desastre!!! el fin de semana sin  internet ni cable.  volvio con malÌsima seÒal se cortaba a cada rato hoy otra vez sin nada desde las 9 de la maÒana. son un desastre.  esta factura no se las pienso pagar se van a comer.un juicio.  yo trabajo con internet. ninca te atienden 50 minutos esperando. el call center no se les entiende nada porque se les va la seÒanl.	servicio	7
1767	vive dsconfigurandose el control, canales q aveces no funcionan, programacion q quiero ver dentro d las 24hs y no se puede x errores, sonido deficiente 	servicio	7
1768	no respetan las disposiciones del gobierno respecto a los precios	precio	4
1769	anda lento se traba y tengo muchas denuncias por robo del servicio	servicio	7
1770	no respetar los precios de los planes que se contratan	precio	4
1771	porque funciona bien	servicio	7
1772	sacan de la grilla algunos contenidos. ej.gran hotel.figyra en el men˙ pero imposible verlos. y no siquiera comunican	contenido	1
1773	tengo flow en caba con cablevison,etc. en mercedes cablevisiÛn, me anularon los canales de star+ y no puedo lograr contratarlo con star+	producto	5
1774	tengo dos ,se cuelgan muy seguido	servicio	7
1775	muchas caÌdas de servicios	servicio	7
1776	muy caro	precio	4
1777	nunca funcion„ì y me lo siguen cobrando como si nada	servicio	7
1778	no acostumbro recomendar, solo comento sobre su uso	no lo uso	0
1779	es muy comodo ver los programas despues de emitidos. 	funcionalidad	3
1780	pÈsimo servicio! todos los dÌas se pierde la seÒal wifi: servicio personal flow muy caro para la calidad horrible del servicio, es una verg„ºenza!	precio	4
1781	es confuso.....desde q lo instalaron se corta seguido la trasmision y es lento volver  	servicio	7
1782	no me funciona bien el decodificador y se cuelga muy frecuentemente lo cual hace la experiencia de usarlo bastante frustrante	servicio	7
1783	en una pc no es muy pr·ctico, muchos pasos para llegar a tv, a igual que flow en linea por smart, tiene muchos pasos para llegar a la tv. llegar	flow app	2
1784	catalogo interesante, pero interfaz pesima. no hay sinopsos de las peliculas o series rapidamente visible. tambien problemas con la sincronizacion del subtitulado. errores en los capitulos ya vistos e imposibilidad de volver a verlos.	funcionalidad	3
1785	mal servicio y caro	precio	4
1786	todos los dias se corta la conexion a la noche	servicio	7
1787	fallas permanentes	servicio	7
1788	se tilda muy seguido y no me gusta ir a la guia. me gustaba que este debajo de cada programa con su horario de inicio y finalizacion	funcionalidad	3
1789	el codificado se calienta y no funciona. es muy caro para lo que brinda	servicio	7
1790	mal funcionamiento	servicio	7
1791	se cuelga	servicio	7
1792	la actualizacion que hicieron afecto la practicidad del servicio. dejo de ser funcional. totalmente disconforme.	funcionalidad	3
1793	muchas veces se tilda	servicio	7
1794	es excelente	producto	5
1795	siempre con problemas. muy bajo el volumen	servicio	7
1796	vivo reiniciandolo por la  cantidad de veces que no me permite avanzar, retroceder, etc	servicio	7
1797	esta bueno ,pero se tiÒda seguido	servicio	7
1798	no es de f·cil b˙squeda las series ni las pelÌculas.- tendrÌan que copiar el sistema de netflix	contenido	1
1799	es muy caro para el tipo de servicio que es. hay algunos canales que no funcionan bien. la caja flow tampoco anda muy bien: de vez en cuando se traba y no queda otra que resetearlo.	precio	4
1800	ultimamente el deco, se apaga solo y tengo resetearlo	servicio	7
1801	se quedaron en el tiempo y el servcio no es optimo	servicio	7
1802	todos los meses aumentan los abonos y los combos	precio	4
1803	desde q colocaron una caja en montevideo y lima se corta seguido	precio	4
1804	el servicio funciona muy mal. cada vez que quiero mirar la television debo esperar a que el decodificador reinice y se actualice, muchas veces optando por dejar la actividad. esto lo hace sistematicamente cada vez que se quiere usar. no puede ser que se actualice el sistema 6 veces por semana. el control remoto funciona muy mal tambiÈn. el servicio es caso para las prestaciones que tiene.	servicio	7
1805	buen servicio pero el precio es muy elevado para lo que cobramos un minimo sueldo	precio	4
1806	no se que es lo quÈ pasa pero flow no funciona bien, cambiÈ los deco y tiene fallas varias 	servicio	7
1807	por las buenas peliculas	contenido	1
1808	el deco no siempre funciona bien. hay que reiniciarlo cada un par de semanas	servicio	7
1809	el deco siempre funciona mal y lento. muchas veces hay que reiniciarlo y la plataforma podria ser mejor	servicio	7
1810	no cumplen, quedaron en que me llamaban al dÌa siguiente para arreglar mi dispositivo flow, no lo hicieron, quedaron que me enviaban un control remoto por correo, no lo hicieron.	relacionamiento	6
1811	anda mal, se cuelga, no muestra los canales, hay que apagarlo y prenderlo continuamente. no muestra la guia, se cambia de idioma. es pesimo.  el material para ver es siempre el mismo,. 	servicio	7
1812	pasado un tiempo no hay nada nuevo para ver	contenido	1
1813	no sirve,  no es util,  no lo utilizo.  lo desenchufÈ. 	no lo uso	0
1814	que dos por tres algo no funciona 	servicio	7
1815	mala seÒal por flow	servicio	7
1816	mal funcionamiento en aplicacion desde otro dispositivo 	flow app	2
1817	complicado para activar y pasar canales, nada mejor que netflix	servicio	7
1818	se ha visto interrumpido el servicio muchÌsimas veces. actualmente la guÌa est· desactualizada, la info al pie de pantalla (horrible en comparaciÛn a la anterior) muchÌsimas veces no guarda relaciÛn con lo que est·n transmitiendo.	servicio	7
1819	poco contenido. el aparato suele fallar	contenido	1
1820	anda como y cuando quiere y la grilla de horarios es cualquiera	servicio	7
1821	no es normal que cuand busc·s canales por home o guide se tilde y te salga cartel de que no se puede ingresar al canal seleccionado y si lo hacÈs cambiando con el boton ch podÈs ingresar. tuve que desenchufar el deco mucchas veces para que no lo haga. entre otras cosas	servicio	7
1822	no funciona bien	servicio	7
1823	"no funciona bien el decodificador. hay que resetearlo muy seguido. se ""cuelga"" mucho."	servicio	7
1824	de madrugada se corta mucho y se reinicia	servicio	7
1825	la aplicaciÛn es muy lenta 	servicio	7
1826	se cuelga muchas veces, y mas cuando hay partidos importantes.	servicio	7
1827	la calidad del servicio no es muy buena	servicio	7
1828	precios no respetado y dÈbito anticipado	precio	4
1829	muy caro por las pelicuas que dan.... siempre las mismas......y las repiten en cablevion	precio	4
1830	que. muchas veces no andan sus funciones.	servicio	7
1831	excelente 	producto	5
1832	tengo duplicado por estos 4 ultimos meses el pago de flow, en dos de mis tarjetas, la empresa lo desconoce, de ese modo da desconfianza el servicio	relacionamiento	6
1833	est· andando mal	servicio	7
1834	funciona mal. se traba. a veces no enciende debo reinicarlo desenchufandolo para que pueda encender	servicio	7
1835	muchas series pocas pelÌculas	contenido	1
1836	no anda bien ni internet, ni el telÈfono ni el cable, viene el tÈcnico el lunes.	servicio	7
1837	el control remoto anda mal, y no quieren cambiarlo	servicio	7
1838	no respetaron la bonificacion que me prometieron a partir de enero, sino que por el contrario el costo vino con aumento	precio	4
1839	es mayor el tiempo que no funciona que el que lo hace	servicio	7
1840	peliculas viejas y vuesta salir de flow	contenido	1
1841	anda mal	servicio	7
1842	no veo mucho flow ya que durante varias semanas se cortaba o no tnia internet admas d desconfigurarse.el control todo el tiempo	servicio	7
1843	se reinicia solo todos los dias	servicio	7
1844	mal servicio 	servicio	7
1845	es muy inestable, falla repetidas veces	servicio	7
1846	„öltimamente no funciona bien	servicio	7
1847	me gustaba mucho el sistema que tenia antes	funcionalidad	3
1848	el deco de flow se cuelga mucho. no avanzan canales. tengo que reiniciar permanentemente.	servicio	7
1849	me aumentan la cuota constantemente y no me mantienen el servicio como corresponde	precio	4
1850	mal servicio 	servicio	7
1851	pesimo servicio y carÌsimo	precio	4
1852	buenas series y pelÌculas 	contenido	1
1853	es muy costoso y hay poco contenido	contenido	1
1854	mal funcionamiento del servicio	servicio	7
1855	no funciona muy bien y propone poco y nada	servicio	7
1856	precio	precio	4
1857	a veces se ve mal 	servicio	7
1858	imagen pixeladas y canales que pago y no funcionan	servicio	7
1859	es difÌcil acceder r·pidamente a la programaciÛn. no son claras las consignas. muy complicado	funcionalidad	3
1860	mal servicio. 	servicio	7
1861	muy caro.	precio	4
1862	el serviciio es muy, muy caro, a˙n con los descuentos que aplican.	precio	4
1863	la asistencia tÈcnica es pÈsima. mi mo9den se actualizo y ahora cuando enciendo el equipo, me aparece la programaciÛn con la que apegue el equipo y no la que esta en ese momento. ademas, quise contratar otro equipo flow y 4 veces me dieron turno y nunca fueron a instalarlo. pero obviamente si me lo cobraron.	relacionamiento	6
1864	no me atraen las peliculas o series y me resulta difÌcil encontrar algo para ver	contenido	1
1865	muchos dias no funciona bien	servicio	7
1866	problemas  con conexiÛn control canales	servicio	7
1867	he tenido varias veces inconveniente con el decodificador flow y he tenido que llamar para solucionarlo, esto algo incomodo por la tardanza tanto en la comunicaciÛn como en el tiempo que tarda en reiniciarse el equipo.	relacionamiento	6
1868	siempre se tilda y ahora que cambiaron la parte inferior donde podÌas ir para adelante y para atr·s, viendo que habÌa o que habr· a las horas siguientes, tambiÈn, es s˙per incomodo, era  mucho m·s practico de la manera anterior. y por favor, pagamos demasiado por flow como para que muchas veces no funcione y cuando llamo, no se hacen cargo del tiempo que no funcionÛ, deberÌan hacer descuentos cuando pasa eso. 	funcionalidad	3
1869	deco pierde audio y hay que reiniciarlo cada vez mas seguido	servicio	7
1870	no cumplen con lo que prometieron 	relacionamiento	6
1871	se corta, se reinicia solo, se traba, no siempre te deja pausar/retroceder/reiniciar el programa,, no siempre concuerda lo que transmiten con el horario de la guia	servicio	7
1872	no anda, la caja se cuelga en cada actualizaciÛn y queda offline	servicio	7
1873	decofificador sin funcionar	servicio	7
1874	siempre con problemas de cortes y modificacioned	servicio	7
1875	cuando estamos viendo una pelicula se congela la imagen y no se puede seguir viendo. algunas veces lleva tiempo en volver.	servicio	7
1876	son muchos los momentos en que la imagen queda congelada y tengo que reiniciar el deco. 	servicio	7
1877	en los ultimos meses he tenido varios inconvenientes en el funcionamiento y cortes de servicio que hicieron de la experiencia un problema	servicio	7
1878	la calidad de la programacion no es buena y hay demasiada publicidad en los canales, por lo cual no justifica pagar por un servicio que se suponÌa que evitaba estos problemas	contenido	1
1879	on 	otros	9
1880	f·cil acceso y en cualquier lugar. 	funcionalidad	3
1881	mala calidad de conexion, siempre tengo que estar reiniciando el codificador	servicio	7
1882	mal servicio no funciona habitualmente	servicio	7
1883	no me deja entrar a la app del celular o pc	flow app	2
1884	disponibilidad de programaciÛn con el deco, no tanto desde dispositivo de streaming 	contenido	1
1885	no tengo acceso a las series que veia. imposible activar star+	producto	5
1886	la imagen se pixela y se detiene. seleccionar canales es complejo porque sale un canal anterior o posterior	servicio	7
1887	anda pÈsimo, la idea es buena pero la inversiÛn es pÈsima. muchÌsimas veces quiero ver programas ya emitidos y tira errores. 	servicio	7
1888	es un servicio caro , estoy a un paso de dar de baja el servicio	precio	4
1889	cuando llamas para consultar o preguntar cosas nunca te contestan, he estado hasta 40 minutos en el telefono y no  responden.	relacionamiento	6
1890	lento , programa poco atractivo	servicio	7
1891	anda mal, no se ven programas emitidos	servicio	7
1892	es difÌcil salir de flow para ir al cable, tuve que desenchufar la tv y e moden porque quedÛ congelada	funcionalidad	3
1893	por los cambuos q hicieron ya no es ˙til, no se puede volver  y hay menos informacion	funcionalidad	3
1894	no me funciona y no me envian el servicio tecnico por el cual estoy cansado de reclamar	servicio	7
1895	muy caro 	precio	4
1896	no funciona bien, hay que resetearlo constantemente	servicio	7
1897	mucha variedad de peliculas y series 	contenido	1
1898	no se puede cambiar el idioma 	servicio	7
1899	falta dispositovos en simultaneo	producto	5
1900	muchas veces se queda sin seÒal y llevo un aÒo pagando dos decodificadores que no funcionan directamente 	servicio	7
1901	el valor mensual del paquete	precio	4
1902	duncikna mal, se cuelga, ni podes ver el programa ya emitido	servicio	7
1903	precio calidad 	precio	4
1904	regular funcionamiento de opciÛn de rewind en programas emitidos	servicio	7
1905	se corta permanentemente el internet	servicio	7
1906	muy inestable	servicio	7
1907	no cumplen con la palabra asumida	relacionamiento	6
1908	limitan la conexiÛn, no puedo tener varios televisores encendidos al mismo tiempo	servicio	7
1909	desde que cambiaron la interfaz o no sÈ quÈ hicieron funciona cada vez peor. se cuelga todo el tiempo, no reacciona. 	servicio	7
1910	precio	precio	4
1911	"modificaron la aplicaciÛn hace pocas semanas de una manera completamente irracional. en la versiÛn anterior al presionar las flechas aparecÌa una guÌa que ocupaba una parte de la pantalla y permitÌa cambiar r·pidamente de canal. con la actualizaciÛn esa opciÛn se perdiÛ, solo se puede replicar presionando el botÛn ""guide"", que toma un 80% de la pantalla y no exhibe informaciÛn acerca de la transmisiÛn a menos que se presione el botÛn ""info"" en la esquina contraria del control remoto."	precio	4
1912	se desconfigura siempre	servicio	7
1913	funciona mal hace m·s de 60 dias	servicio	7
1914	"en dispositivos se ""cuelga"" y se corta la emision. hay que reiniciar frecuentemente"	servicio	7
1915	repiten mucho las peliculas	contenido	1
1916	funciona mal, el horario informado no es el actual entre otras cosas, empeorÛ despuÈs de la actualizaciÛn 	servicio	7
1917	cada tanto se corta, no es estable, a veces flow se desconfigura	servicio	7
1918	incorpora canales con costo adicional	contenido	1
1919	anda mal 	servicio	7
1920	siempre tengo problemas para poder ver algun programa ya emitido, o cuando pauso uno y quiero continuar viendolo. se cuelga, no lo reproduce, etc. siempre tengo un pero.	servicio	7
1921	aunento muchisimo	precio	4
1922	no siempre funciona bien. no son muy amigables los menuÈs. la informacion no es f·cil de enconrar	servicio	7
1923	muchas veces no anda y no se puede ver el contenido de algunos canales. o se cuelga 	servicio	7
1924	tengo pagado al dÌa el servicio pero aparece en la pantalla restringido por falta de pago.	servicio	7
1925	pobre en contenidos. se corta seÒal frecuentemente	contenido	1
1926	hay momentos que se tilda o vuelve a la pantalla inicial de flow	servicio	7
1927	se puede ver en distintos lugares	funcionalidad	3
1928		otros	9
1929	deberÌa ser mejor. aun genera inconvenientes.	servicio	7
1930	funciona pÈsimo. se queda sin audio todo el tiempo, no responde y hay que estar llamando a cada rato para arreglarlo	servicio	7
1931	no me aporta mucho	producto	5
1932	no funciona para grabar ni borrar o eliminar lo grabado	servicio	7
1933	muy malos los equipos de decodificacion 	servicio	7
1934	funciona .mal	servicio	7
1935	la idea de la aplicaciÛn es buena, pero no funciona bien, se cuelga mucho, no responde con velocidad	servicio	7
1936	flow era excelente. pero luego de la ultima actualizaciÛn, funciona horrible. el sistema operativo no es e mismo, es poco amigable. no permite recorrido sin cambiar de canal y sin ir a la guia. me gustaba m·s antes. ademas est· fallando como nunca antes.	funcionalidad	3
1937	habitualmente se corta tanto flow e internet... nunca nadie me supo explicar porquÈ y como resolverlo	servicio	7
1938	muy mala la rapidez del deco. carisima la programacion.	servicio	7
1939	es un sevicio bastante caro	precio	4
1940	porque se pueden ver programas ya emitidos	funcionalidad	3
1941	excelente servicio 	servicio	7
1942	no siempre funciona bien	servicio	7
1943	no es un producto de calidad. hay que reiniciar el deco a cada rato y encima es muy caro.	precio	4
1944	se corta, no se puede a veces ver programas anteriores por error x,  y deberÌa incluir m·s canales premium sin costo extra	servicio	7
1945	eÒ deco anda muy mal. se cuelga  es de dificil operaciÛn. es lento. hay que mejorarlo urgente.	servicio	7
1946	muy malo el internet,de los 30 dias del mes 20 estoy sin servicio,nunca recibo devolucion por no tenerlo,estoy sin pagar facturas por ese mismo motivo cobran y no puedo usar el servicio,malasimo el sistema para reclamos,nunca atienden solo hablas con la computadora ,quiero regular mi situacion,pero quiero un buen servicio y que me reconozcan todo el tiempo sin internet. mi mail es heavymonica08@hotmail.com espero una respuesta a la brevedad	relacionamiento	6
1947	siempre lo mismo...	contenido	1
1948	en el ˙ltimo tiempo se ha colgado muchas veces y por mucho tiempo. tarda mucho en reiniciarse.	servicio	7
1949	es malisima la interfz	funcionalidad	3
1950	no siempre funciona bien y el service tarda dÌas en venir.	servicio	7
1951	constantemente falla. en estos dias he tenido que desenchufar varias veces y reiniciarlo. anoche me aburri y apague.	servicio	7
1952	siempre se corta	servicio	7
1953	el deco original se vive tildando, no retrocede, no sale sonida funciona muy mal y el nuevo deco no lo pude usar porque no sale el sonido y nunca paso el tecnico a verlo	servicio	7
1954	el contenido no me satisface	contenido	1
1955	se paga un servicio y ademas se deben pagar las peliculas. 	contenido	1
1956	carÌsimo el servicio	precio	4
1957	muchas veces se tilda	servicio	7
1958	no tiene mucho contenido actualizado y lo que tiene es poco. para ver series o documentales no es la plataforma que elegirÌa 	contenido	1
1959	nunca me pudieron configurar el decodificador sobre el tema volumen	servicio	7
1960	hay que reiniciar el equipo cada 2 x 3. se cuelga y la grilla no funciona o esta mal los horarios. no permite ver mas de 24hs anteriores.	servicio	7
1961	o casi todas las pelÌculas son antiguas,!!!!	contenido	1
1962	funciona pÈsimo	servicio	7
1963	problemas. diarios de carga 	servicio	7
1964	no puedo conectar la aplicaciÛn star premiun o  + , y siempre me dice en otro momento!	servicio	7
1965	es costosos, servicios similares son m·s economicos	precio	4
1966	dificultades en los servicisos en la sintonia y mala atencion de los viejos /nuevos prestadores	relacionamiento	6
1967	buen servicio, apoyo tÈcnico y amabilidad en el trato.	relacionamiento	6
1968	es muy conveniente	producto	5
1969	no funciona bien lla aplicaciÛn 	servicio	7
1970	servicio regular, costo alto.	precio	4
1971	que aun no me solucionaron lo qie solicite	relacionamiento	6
1972	son excelentes. estoy en puerto madryn desde que comenzÛ la cuarentena. gracias a flow,estoy comunicada con el mundo. no le di de baja en mi domicilio. son lo mejor.	funcionalidad	3
1973	no me convence la programacion	contenido	1
1974	poco interesante la	contenido	1
1975	el contenido repetido infinitas veces	contenido	1
1976	hace 2meses que la imagen es tapada por la pantalla de flow cada 10 minutos, debo presionar exit para que se elimine y no puedo ver programas ya emitidos porque se cortan. he llamado varias veces y nunca tengo una soluciÛn. el tema paso a supervisiÛn y me iban a llamar. nunca lo hicieron.	servicio	7
1977	muy util y practico	producto	5
1978	se resetea varias veces al dia y tiene problemas de vistas y configuracion 	servicio	7
1979	no siempre consigo lo que quiero ver	contenido	1
1980	se corta mucho el servicio y a veces cuando querÈs retroceder algo y volverlo a poner te sale un cartelito que dice no sÈ como que no se puede en este momento	servicio	7
1981	porque tienen buen material ,mucha variedad. me gusta mucho	contenido	1
1982	anda mal	servicio	7
1983	el decodificar es incomodo x los cables. es pico estetico	producto	5
1984	se cuelga mucho , tengo que reiniciar todo el tiempo 	servicio	7
1985	no puedo cambiar el idioma a las peliculas	servicio	7
1986	no siempre anda bien	servicio	7
1987	lento, se escuchan voces, dificil el control	servicio	7
1988	no son la mejor empresa	otros	9
1989	el contenido	contenido	1
1990	no hay servicio	servicio	7
1991	hace dos sÒos y medio que tengo problemas con todo el servicio y no lo pueden solucionar 	servicio	7
1992	poco material filmografico, tanto peliculas como documentales	contenido	1
1993	no se puede acceder a subtÌtulos, y menos en las pelÌculas de habla hispana donde resulta muy difÌcil entender 	servicio	7
1994	no responde a los requerimientos	relacionamiento	6
1995	no cumplio con mi expectativa. 	producto	5
1996	buen servicio 	servicio	7
1997	es muy complicado seleccionar lo  quiero ver.  no hay instrucciones	funcionalidad	3
1998	se me tilda todo el tiempo	servicio	7
1999	muchos problemas. muchos cortes. no tengo donde quejarme.	servicio	7
2000	anda mal, no se puede pausar en vivo, no me permite utilizarlo en otros dispositivos 	servicio	7
2001	el servicio era malo cuando era cablevisiÛn, ahora que paso a personal es pÈsimo. la aplicacion se friza, no podes retorceder, no podes acceder y borrar seciones, nada funciona	servicio	7
2002	tiene fallas, contenido viejo	contenido	1
2003	el producto es bueno, pero el servicio es regular. varias veces no se puede acceder, y tengo que desconectar el deco o pedir que me envÌen una actualizaciÛn para poder usarlo. tambiÈn cuando quiero reproducir algo ya emitido, me marca un error,	servicio	7
2004	mal servicio 	servicio	7
2005	se cuelga a cada rato, a veces dÌas enteros	servicio	7
2006	poco satisfecho con las prestaciones	servicio	7
